interval_start,location,kind,host,method,statusCode,endpoint,aggregated_stats_name,aggregated_stats_value
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,min,645548.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,max,645548.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,kurtosis,-59.99999998541377
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,avg,463784.3333333333
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,median,404693.0
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,min,381630.0
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,max,605030.0
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,count,3.0
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,std,122864.67863602353
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,skewness,1.6636454044591393
1711284000,datacenter3,CLIENT,component25,GET,200,endpoint60,kurtosis,-59.99999998541377
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,avg,816781.3333333334
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,median,875808.0
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,min,569987.0
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,max,1004549.0
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,count,3.0
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,std,223213.22428192585
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,skewness,-1.1067690423998275
1711284000,datacenter4,SERVER,component17,POST,200,endpoint848,kurtosis,-59.99999998541377
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,avg,823469.0
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,median,882461.0
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,min,576253.0
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,max,1011693.0
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,count,3.0
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,std,223633.71938954107
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,skewness,-1.1044481881913166
1711284000,datacenter4,CLIENT,component17,POST,200,endpoint848,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,avg,20870.0
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,median,20870.0
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,min,20618.0
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,max,21122.0
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,count,2.0
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,std,356.38181771801993
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component54,GET,400,endpoint466,kurtosis,-59.99999998541377
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,avg,9800.0
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,median,9800.0
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,min,7011.0
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,max,12589.0
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,count,2.0
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,std,3944.241625458562
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,skewness,-166.9835965424731
1711284000,datacenter2,SERVER,component54,GET,400,endpoint466,kurtosis,-59.99999998541377
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,avg,683386.0
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,median,683386.0
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,min,432368.0
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,max,934404.0
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,count,2.0
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,std,354993.05999976955
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,skewness,-166.9835965424731
1711284000,datacenter3,CLIENT,component41,GET,200,endpoint905,kurtosis,-59.99999998541377
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,avg,5731.0
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,median,5632.0
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,min,5046.0
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,max,6614.0
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,count,4.0
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,std,672.9051443801967
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,skewness,0.7404385260432743
1711284000,datacenter1,SERVER,component50,GET,200,endpoint822,kurtosis,0.11766453567046531
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,avg,97358.0
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,median,97358.0
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,min,97358.0
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,max,97358.0
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,count,1.0
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,std,-50.0
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,skewness,-166.9835965424731
1711284000,datacenter1,CLIENT,component41,PATCH,202,endpoint892,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,avg,34677.333333333336
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,median,32377.0
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,min,31894.0
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,max,39761.0
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,count,3.0
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,std,4409.20314040228
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,skewness,1.7086977572287068
1711284000,datacenter2,CLIENT,component26,GET,304,endpoint202,kurtosis,-59.99999998541377
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,avg,9541.666666666666
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,median,9979.0
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,min,4540.0
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,max,14106.0
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,count,3.0
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,std,4797.971897930764
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,skewness,-0.4067654829620303
1711284000,datacenter5,SERVER,component50,GET,200,endpoint822,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component46,PUT,429,endpoint844,avg,13174.5
1711284000,datacenter2,CLIENT,component46,PUT,429,endpoint844,median,13174.5
1711284000,datacenter2,CLIENT,component46,PUT,429,endpoint844,min,12227.0
